Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YrSold,SaleType,SaleCondition,SalePrice
709,70,RL,78,12168,Pave,NA,Reg,HLS,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,1940,1254,3194,0,4,1,10,2007,WD,Alloca,359100
710,20,RL,61,7943,Pave,NA,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,1029,0,1029,1,3,1,5,2007,WD,Normal,118500
711,60,RL,NA,11050,Pave,NA,Reg,Lvl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,1476,677,2153,1,3,1,8,2009,WD,Normal,313000
712,80,RL,NA,10395,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,1032,0,1032,0,3,1,6,2007,WD,Normal,148000
713,60,RL,NA,11885,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,1299,573,1872,1,3,1,7,2009,WD,Normal,261500
714,20,RL,70,8402,Pave,NA,Reg,Lvl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,1120,0,1120,0,3,1,6,2007,New,Partial,147000
715,180,RM,21,1491,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,630,0,630,1,1,1,3,2010,WD,Normal,75500
716,85,RL,80,8800,Pave,NA,Reg,Lvl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,1054,0,1054,1,3,1,6,2010,WD,Abnorml,137500
717,60,RL,NA,7861,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,807,702,1509,1,3,1,7,2006,WD,Normal,183200
718,45,RL,59,7227,Pave,NA,Reg,HLS,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,832,0,832,0,2,1,4,2008,WD,Normal,105500
719,20,RL,90,11694,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,1828,0,1828,0,3,1,9,2007,New,Partial,314813
720,60,RL,85,12244,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,1482,780,2262,1,4,1,10,2008,WD,Normal,305000
721,30,RL,45,8248,Pave,Grvl,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,864,0,864,1,2,1,5,2008,WD,Normal,67000
722,60,RL,90,10800,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,1548,1066,2614,0,4,1,9,2008,WD,Normal,240000
723,20,RL,71,7064,Pave,NA,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,980,0,980,0,3,1,6,2009,WD,Normal,135000
724,160,FV,NA,2117,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,756,756,1512,0,2,1,4,2007,WD,Normal,168500
725,60,RL,80,10400,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,1012,778,1790,1,4,1,8,2006,WD,Normal,165150
726,20,RL,87,10000,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,1116,0,1116,0,3,1,5,2010,WD,Normal,160000
727,20,RL,NA,12342,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,1422,0,1422,0,3,1,6,2007,WD,Normal,139900
728,80,RL,80,9600,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,1520,0,1520,1,3,1,7,2010,WD,Normal,153000
729,60,RL,70,11606,Pave,NA,IR1,HLS,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,1040,1040,2080,0,5,1,9,2007,WD,Family,135000
730,80,RL,82,9020,Pave,NA,Reg,Lvl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,1350,0,1350,1,3,1,6,2008,WD,Normal,168500
731,70,RM,50,9000,Pave,Grvl,Reg,Lvl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,1089,661,1750,0,3,1,8,2006,WD,Abnorml,124000
732,120,RL,34,4590,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,1554,0,1554,0,2,1,6,2007,WD,Normal,209500
733,20,RL,85,11900,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,1411,0,1411,0,3,1,6,2009,WD,Family,82500
734,20,RL,80,9250,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,1056,0,1056,0,3,1,6,2007,WD,Normal,139400
735,90,RL,64,6979,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,1056,0,1056,2,0,2,4,2010,WD,Normal,144000
736,190,RH,60,10896,Pave,Pave,Reg,Bnk,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,1440,1440,3395,0,8,2,14,2007,WD,Abnorml,200000
737,30,RM,51,6120,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,800,0,800,0,1,1,4,2009,ConLw,Normal,60000
738,190,RM,50,6000,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,811,576,1387,0,3,2,7,2009,WD,Normal,93000
739,30,RL,67,8777,Pave,NA,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,796,0,796,0,2,1,4,2008,WD,Normal,85000
740,120,RL,53,3982,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,1567,0,1567,1,1,1,7,2006,New,Partial,264561
741,120,RL,62,12677,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,1518,0,1518,0,1,1,6,2008,WD,Normal,274000
742,60,FV,NA,7050,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,1057,872,1929,1,3,1,7,2007,WD,Normal,226000
743,80,RL,75,13860,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,2000,704,2704,1,4,1,9,2009,WD,Normal,345000
744,60,RL,80,10793,Pave,NA,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,780,840,1620,0,4,1,7,2007,WD,Normal,152000
745,20,FV,85,9187,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,1766,0,1766,1,2,1,7,2009,New,Partial,370878
746,20,RL,NA,10530,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,981,0,981,1,3,1,5,2007,WD,Normal,143250
747,20,RL,60,7200,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,1048,0,1048,0,3,1,7,2008,WD,Normal,98300
748,20,RL,85,10452,Pave,NA,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,1094,0,1094,0,3,1,5,2008,WD,Normal,155000
749,60,RL,70,7700,Pave,NA,Reg,Lvl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,1051,788,1839,0,4,1,7,2010,WD,Normal,155000
750,180,RM,21,1936,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,630,0,630,1,1,1,3,2007,WD,Normal,84500
751,60,FV,65,8125,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,822,843,1665,0,3,1,7,2008,WD,Normal,205950
752,70,RL,60,9084,Pave,NA,Reg,Lvl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,755,755,1510,1,4,1,7,2009,WD,Normal,108000
753,60,RL,70,8750,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,909,807,1716,0,2,1,7,2009,WD,Normal,191000
754,50,RM,60,10320,Pave,Grvl,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,756,713,1469,0,3,1,7,2008,WD,Normal,135000
755,20,RL,91,10437,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,2113,0,2113,1,2,1,7,2008,WD,Normal,350000
756,160,RM,21,1680,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,525,567,1092,0,3,1,6,2010,WD,Family,88000
757,20,RL,72,10007,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,1053,0,1053,1,3,1,5,2008,WD,Normal,145500
758,70,RL,60,7200,Pave,NA,Reg,HLS,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,851,651,1502,0,3,1,6,2008,WD,Normal,149000
759,50,RL,78,17503,Pave,NA,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,912,546,1458,0,3,1,6,2010,WD,Abnorml,97500
760,20,RL,75,9937,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,1486,0,1486,1,3,1,7,2009,WD,Normal,167000
761,60,RL,NA,12384,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,1142,793,1935,0,3,1,7,2007,WD,Normal,197900
762,60,RL,52,46589,Pave,NA,IR2,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,1686,762,2448,1,4,1,8,2009,WD,Normal,402000
763,20,RL,120,13560,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,1392,0,1392,1,2,1,5,2009,WD,Normal,110000
764,85,RL,90,10012,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,1181,0,1181,1,3,1,6,2008,WD,Normal,137500
765,20,RL,49,20896,Pave,NA,IR2,Lvl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,2097,0,2097,1,1,1,8,2006,New,Partial,423000
766,60,RL,106,11194,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,1454,482,1936,0,3,1,7,2006,WD,Normal,230500
767,60,RL,NA,18450,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,1465,915,2380,0,3,1,7,2007,WD,Abnorml,129000
768,20,RL,65,8125,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,1679,0,1679,1,3,1,7,2008,WD,Normal,193500
769,20,RL,NA,14175,Pave,NA,Reg,Bnk,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,1437,0,1437,1,3,1,6,2006,WD,Normal,168000
770,30,RL,80,11600,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,1180,0,1180,0,2,1,5,2006,WD,Normal,137500
771,60,RL,64,8633,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,738,738,1476,1,3,1,7,2009,WD,Normal,173500
772,70,RH,54,6629,Pave,NA,Reg,Lvl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,697,672,1369,1,3,1,6,2009,WD,Normal,103600
773,20,RL,NA,11250,Pave,NA,IR1,Lvl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,1208,0,1208,1,3,1,6,2006,WD,Normal,165000
774,20,RL,110,14442,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,1839,0,1839,1,3,1,7,2007,WD,Normal,257500
775,20,RL,80,9200,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,1136,0,1136,1,3,1,5,2008,WD,Normal,140000
776,160,RL,24,2289,Pave,NA,Reg,Lvl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,855,586,1441,0,3,1,7,2009,WD,Normal,148500
777,70,RM,60,9600,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,1095,679,1774,1,4,2,8,2006,WD,Normal,87000
778,30,RL,52,9022,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,792,0,792,0,2,1,5,2009,WD,Normal,109500
779,20,RL,80,11844,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,2046,0,2046,0,3,1,7,2009,New,Partial,372500
780,20,RL,NA,9945,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,988,0,988,1,3,1,5,2007,WD,Normal,128500
781,120,RL,50,8012,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,923,0,923,0,2,1,5,2010,WD,Normal,143000
782,50,RH,55,4500,Pave,Pave,IR2,Bnk,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,848,672,1520,0,3,1,6,2009,WD,Abnorml,159434
783,120,RL,NA,2887,Pave,NA,Reg,HLS,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,1291,0,1291,1,2,1,6,2008,WD,Normal,173000
784,20,RL,90,11248,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,1668,0,1668,1,3,1,7,2007,WD,Normal,285000
785,60,RL,58,16770,Pave,NA,IR2,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,1195,644,1839,0,4,1,7,2010,WD,Normal,221000
786,160,RL,NA,5062,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,1190,900,2090,1,3,1,6,2007,WD,Normal,207500
787,60,FV,84,10207,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,874,887,1761,0,3,1,7,2007,New,Partial,227875
788,160,FV,NA,5105,Pave,NA,IR2,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,551,551,1102,0,2,1,4,2007,WD,Normal,148800
789,20,RL,60,8089,Pave,NA,Reg,HLS,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,1419,0,1419,1,2,1,7,2007,New,Partial,392000
790,120,RL,61,7577,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,1362,0,1362,0,2,1,6,2007,WD,Normal,194700
791,120,RM,NA,4426,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,848,0,848,1,1,1,3,2008,WD,Normal,141000
792,60,RL,104,21535,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,2444,1872,4316,0,4,1,10,2007,WD,Normal,755000
793,60,RL,42,26178,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,1238,1281,2519,1,4,1,9,2006,WD,Normal,335000
794,30,RL,60,5400,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,1073,0,1073,0,2,1,4,2006,WD,Abnorml,108480
795,50,RM,51,6120,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,1067,472,1539,0,3,1,5,2009,WD,Normal,141500
796,20,RL,54,13811,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,1137,0,1137,1,2,1,5,2006,WD,Normal,176000
797,30,RM,50,6000,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,616,0,616,0,2,1,4,2006,WD,Normal,89000
798,20,RL,57,6420,Pave,NA,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,1148,0,1148,0,2,1,6,2006,WD,Normal,123500
799,20,RL,65,8450,Pave,NA,Reg,Lvl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,894,0,894,1,3,1,5,2010,WD,Normal,138500
800,120,FV,59,4282,Pave,Pave,IR2,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,1391,0,1391,0,2,1,5,2008,WD,Normal,196000
801,20,RL,85,14331,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,1800,0,1800,1,3,1,7,2006,WD,Normal,312500
802,20,RL,80,9600,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,1164,0,1164,0,3,1,6,2006,COD,Normal,140000
803,60,RL,82,12438,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,1264,1312,2576,0,4,1,10,2006,New,Partial,361919
804,190,RM,76,7630,Pave,NA,Reg,Lvl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,1032,780,1812,0,4,2,8,2010,WD,Normal,140000
805,20,RL,70,8400,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,1484,0,1484,1,3,1,7,2010,WD,Normal,213000
806,190,RM,70,5600,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,372,720,1092,0,3,2,7,2010,WD,Normal,55000
807,20,RL,NA,115149,Pave,NA,IR2,Low,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,1824,0,1824,1,2,1,5,2007,WD,Normal,302000
808,120,RL,48,6240,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,1324,0,1324,1,2,1,6,2009,WD,Normal,254000
809,60,RL,65,9018,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,728,728,1456,0,3,1,8,2007,New,Partial,179540
810,20,RL,NA,7162,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,904,0,904,0,3,1,6,2008,WD,Abnorml,109900
811,30,RL,56,4130,Pave,NA,IR1,Lvl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,729,0,729,0,2,1,5,2008,WD,Normal,52000
812,50,C (all),66,8712,Pave,Pave,Reg,HLS,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,859,319,1178,0,2,1,7,2010,WD,Abnorml,102776
813,120,RL,40,4671,Pave,NA,IR1,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,1228,0,1228,1,2,1,5,2008,WD,Normal,189000
814,190,RL,60,9873,Pave,NA,Reg,Lvl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,960,0,960,1,3,1,6,2006,WD,Normal,129000
815,60,RL,NA,13517,Pave,NA,IR1,Lvl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,725,754,1479,0,3,1,6,2010,WD,Normal,130500
816,20,RL,78,10140,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,1350,0,1350,0,3,1,7,2009,WD,Normal,165000
817,70,RM,60,10800,Pave,Grvl,Reg,Bnk,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,1576,978,2554,0,3,1,8,2007,WD,Normal,159500
818,20,RL,80,10000,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,1178,0,1178,0,3,1,5,2008,WD,Normal,157000
819,60,RL,96,10542,Pave,NA,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,1325,1093,2418,1,3,1,9,2008,WD,Normal,341000
820,20,RL,69,9920,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,971,0,971,0,3,1,5,2006,WD,Normal,128500
821,120,RL,NA,6563,Pave,NA,IR1,Low,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,1742,0,1742,1,2,1,5,2006,WD,Normal,275000
822,120,RM,NA,4426,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,848,0,848,1,1,1,3,2010,WD,Normal,143000
823,20,RL,70,8120,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,864,0,864,0,3,1,5,2009,WD,Normal,124500
824,50,RL,60,8172,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,997,473,1470,0,4,1,7,2008,WD,Normal,135000
825,20,RL,86,13286,Pave,NA,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,1698,0,1698,1,3,1,8,2009,WD,Normal,320000
826,20,RL,60,6960,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,864,0,864,0,3,1,5,2009,WD,Normal,120500
827,20,RL,NA,21695,Pave,NA,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,1680,0,1680,1,3,1,5,2009,WD,Normal,222000
828,20,RL,64,7314,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,1232,0,1232,1,2,1,6,2009,WD,Normal,194500
829,90,RL,85,11475,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,1776,0,1776,1,4,2,9,2009,COD,Abnorml,110000
830,30,RM,52,6240,Pave,Grvl,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,848,0,1208,0,2,1,5,2009,WD,Normal,103000
831,120,RL,39,5389,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,1616,0,1616,1,2,1,5,2010,WD,Normal,236500
832,80,RL,73,9590,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,1146,0,1146,1,3,1,6,2007,WD,Normal,187500
833,60,RL,75,11404,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,1153,878,2031,0,3,1,8,2008,WD,Normal,222500
834,20,RL,80,10000,Pave,NA,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,1144,0,1144,1,3,1,6,2009,WD,Normal,131400
835,20,RL,NA,8978,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,948,0,948,0,3,1,6,2007,WD,Family,108000
836,75,RM,60,10800,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,880,888,1768,0,2,1,6,2006,WD,Normal,163000
837,90,RL,60,8544,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,1040,0,1040,0,2,2,6,2006,WD,Normal,93500
838,60,RL,72,10463,Pave,NA,IR1,HLS,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,901,900,1801,0,3,1,8,2006,WD,Normal,239900
839,90,RL,60,10800,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,1200,0,1200,3,3,1,5,2009,WD,Alloca,179000
840,60,RL,65,9313,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,864,864,1728,0,3,1,7,2009,WD,Normal,190000
841,70,RM,60,9600,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,768,664,1432,0,2,1,7,2007,WD,Abnorml,132000
842,20,RL,65,6768,Pave,NA,IR1,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,912,0,912,1,3,1,5,2008,WD,Normal,142000
843,20,RL,65,8450,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,1349,0,1349,0,3,1,6,2007,WD,Normal,179000
844,80,RL,70,12886,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,1464,0,1464,0,3,1,6,2009,WD,Normal,175000
845,120,RL,41,5395,Pave,NA,IR1,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,1337,0,1337,1,2,1,5,2008,WD,Normal,180000
846,60,RL,NA,8963,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,1175,1540,2715,0,4,1,11,2008,WD,Normal,299800
847,60,RL,NA,8795,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,980,1276,2256,0,4,1,8,2009,WD,Normal,236000
848,70,RM,65,11700,Pave,Pave,IR1,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,1320,1320,2640,0,4,1,8,2009,WD,Normal,265979
849,20,RL,59,10593,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,1720,0,1720,1,3,1,7,2010,WD,Normal,260400
850,50,RL,50,8405,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,1088,441,1529,0,4,1,9,2009,WD,Normal,98000
851,50,RM,55,8800,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,792,348,1140,0,3,1,7,2010,WD,Normal,96500
852,60,RL,NA,7750,Pave,NA,Reg,Lvl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,660,660,1320,0,3,1,6,2007,WD,Normal,162000
853,20,RL,79,9236,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,1494,0,1494,1,3,1,6,2006,WD,Normal,217000
854,60,RL,80,10240,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,1038,1060,2098,0,3,1,8,2006,WD,Normal,275500
855,20,RL,61,7930,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,1026,0,1026,1,3,1,5,2009,WD,Normal,156000
856,160,FV,34,3230,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,742,729,1471,0,3,1,6,2009,WD,Normal,172500
857,60,RL,68,10769,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,866,902,1768,0,3,1,7,2009,WD,Normal,212000
858,60,RL,NA,11616,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,672,714,1386,0,3,1,6,2010,WD,Abnorml,158900
859,160,FV,24,2280,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,757,744,1501,0,3,1,6,2008,WD,Normal,179400
860,60,RL,65,12257,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,1328,1203,2531,0,4,1,9,2007,WD,Normal,290000
861,20,RL,70,9100,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,864,0,864,0,2,1,5,2009,WD,Normal,127500
